_Glon,_Glat,recno,3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX,Simbad
63.3762561,41.4237284,1198,J1640.6+3945,0,Y,NRAO 512,250.12347,39.77945,0.036,0.031,fsrq,LSP,12.845,13.27,1.66,0.978,0.944,0.0,1.245,977.32,N,,18.874,18.84,0.82,1.19,Simbad
28.7967053,34.2216165,1199,J1640.9+1142,0,Y,TXS 1638+118,250.24539,11.7345,0.028,0.077,bcu I,ISP,14.89,14.89,0.078,0.996,0.893,0.0,-1.15,326.62,N,,11.604,14.17,0.29,2.05,Simbad
10.8257406,25.012533,1200,J1641.8-0619,0,Y,TXS 1639-062,250.50907,-6.35658,0.065,0.057,bll,LSP,12.725,12.725,,0.997,0.929,0.0,,1220.19,N,,19.941,18.3,0.72,1.46,Simbad
63.455022,40.9488428,1201,J1642.9+3950,0,Y,3C 345,250.74504,39.81028,0.038,0.04,fsrq,LSP,13.03,13.232,0.593,0.997,0.982,0.877,0.137,7099.24,N,40.7,16.987,14.86,0.68,1.39,Simbad
10.6669388,24.4825903,1202,J1643.6-0642,0,Y,NVSS J164328-064619,250.87051,-6.77216,0.083,0.053,bcu II,HSP,17.0,17.0,,0.854,0.0,0.0,0.19,28.79,N,29.0,16.498,16.27,0.21,1.42,Simbad
94.0501861,37.9344,1203,J1645.9+6336,0,Y,TXS 1645+635,251.49397,63.50303,0.108,0.121,fsrq,LSP,12.52,13.049,2.379,0.988,0.0,0.0,1.92,218.33,N,,20.254,19.7,0.75,,Simbad
325.0352047,-12.469504,1204,J1647.1-6438,0,Y,PMN J1647-6437,251.90725,-64.63341,0.055,0.059,bcu II,LSP,13.495,13.495,,0.993,0.918,0.0,-0.214,643.6,S,,18.15,,0.7,,Simbad
76.6448108,40.0757773,1205,J1647.4+4950,0,Y,SBS 1646+499,251.89547,49.8335,0.015,0.041,bcu I,LSP,13.68,13.7,0.0475,0.999,0.905,0.873,0.141,178.08,N,15.3,13.234,15.17,0.34,1.61,Simbad
80.1822261,39.5428484,1206,J1649.4+5238,0,Y,87GB 164812.2+524023,252.35413,52.5875,0.048,0.056,bll,ISP,14.4,14.4,,0.991,0.0,0.0,,49.7,N,,17.176,16.71,0.35,1.7,Simbad
26.4798055,30.6390397,1207,J1650.8+0830,0,Y,MG1 J165034+0824,252.65651,8.41451,0.114,0.15,fsrq,LSP,13.355,13.827,1.965,0.989,0.0,0.0,1.848,159.55,N,,19.52,,0.7,,Simbad
104.2471699,34.7100191,1208,J1651.6+7219,0,Y,RX J1651.6+7218,252.91647,72.30698,0.011,0.063,bll,HSP,16.2,16.2,,0.999,0.0,0.883,,21.43,N,30.5,17.155,,0.29,1.18,Simbad
63.6000342,38.8591571,1209,J1653.9+3945,1,Y,Mkn 501,253.46757,39.76017,0.01,0.01,bll,HSP,16.108,16.122,0.0337,1.0,0.982,0.986,-0.873,1558.65,N,651.0,8.913,12.85,0.4,1.2,Simbad
40.5338652,34.3325142,1210,J1656.0+2044,0,Y,MG2 J165546+2043,253.94402,20.75648,0.062,0.121,bcu II,LSP,12.27,12.27,,0.984,0.0,0.0,1.101,15.06,N,,,,,,Simbad
1.0657313,14.0597375,1211,J1656.8-2010,0,Y,1RXS J165655.0-201049,254.22978,-20.18232,0.013,0.06,bcu II,HSP,16.065,16.065,,0.0,0.0,0.921,-0.318,37.35,N,70.8,18.444,,0.4,0.94,Simbad
89.6270572,37.4304159,1212,J1656.9+6008,0,Y,87GB 165604.4+601702,254.20102,60.20457,0.065,0.101,fsrq,ISP,14.0,14.21,0.623,0.982,0.849,0.0,1.479,292.81,N,3.06,18.567,,0.66,1.25,Simbad
74.3686518,38.4775879,1213,J1657.7+4807,0,Y,4C +48.41,254.44533,48.14251,0.016,0.041,fsrq,LSP,12.8,13.226,1.669,0.999,0.962,0.0,1.528,1035.61,N,,20.37,20.5,0.95,1.07,Simbad
91.5970254,36.9638567,1214,J1658.3+6149,0,Y,NVSS J165808+615001,254.53498,61.83361,0.029,0.079,bll,ISP,14.48,14.617,0.374,0.997,0.0,0.0,-0.577,38.55,N,,17.904,17.35,0.37,,Simbad
47.5016595,35.2726594,1215,J1659.4+2631,0,Y,4C +26.51,254.85062,26.4936,0.034,0.33,fsrq,LSP,13.371,13.625,0.79313,0.959,0.814,0.0,1.638,590.29,N,9.14,17.703,18.03,0.69,1.15,Simbad
99.5627723,35.2032932,1216,J1700.1+6829,0,Y,TXS 1700+685,255.03872,68.50193,0.017,0.026,fsrq,LSP,13.25,13.364,0.301,1.0,0.941,0.0,0.014,346.59,N,3.28,18.825,,0.71,1.24,Simbad
53.3965334,35.7574318,1217,J1702.6+3116,0,Y,RX J1702.6+3115,255.66167,31.26296,0.006,0.088,bll,HSP,15.6,15.6,,0.996,0.0,0.0,,6.76,N,9.42,18.481,18.49,0.34,1.09,Simbad
328.1166597,-12.4330986,1218,J1703.6-6211,0,Y,MRC 1659-621,255.90226,-62.21111,0.017,0.039,fsrq,LSP,12.76,13.199,1.75,1.0,0.953,0.0,0.908,724.7,S,,17.869,,0.66,,Simbad
108.9376438,32.4074872,1219,J1704.0+7646,0,Y,NVSS J170357+764611,255.99118,76.76947,0.007,0.175,bcu II,LSP,13.148,13.148,,0.956,0.0,0.0,1.499,65.0,N,,,20.26,0.63,,Simbad
103.0915638,33.9577049,1220,J1705.5+7134,0,Y,GB6 J1704+7138,256.19574,71.63822,0.094,0.163,bll,HSP,15.5,15.5,,0.979,0.0,0.0,,35.9,N,25.2,17.702,17.44,0.38,1.16,Simbad
68.3917091,36.2246812,1221,J1709.6+4318,0,Y,B3 1708+433,257.42119,43.31237,0.002,0.023,fsrq,LSP,13.215,13.522,1.027,1.0,0.933,0.0,0.978,143.12,N,1.78,,18.27,0.6,1.36,Simbad
121.6288207,27.6325701,1222,J1711.6+8846,0,Y,1RXS J171643.8+884414,259.01122,88.73777,0.043,0.053,bcu III,-,,,,0.995,0.0,0.816,,11.95,N,16.2,,,,,Simbad
51.9776404,33.2138133,1223,J1712.6+2932,0,Y,RX J1712.8+2931,258.20301,29.52145,0.041,0.073,bll,HSP,15.15,15.15,,0.993,0.0,0.0,,16.97,N,7.89,17.131,17.45,0.3,1.35,Simbad
3.2172727,10.6144165,1224,J1714.1-2029,0,Y,1RXS J171405.2-202747,258.523,-20.46345,0.034,0.057,bcu II,HSP,16.35,16.35,,0.0,0.0,0.947,0.084,8.53,N,226.0,15.255,,0.0,1.27,Simbad
99.2713518,33.7498286,1225,J1715.7+6837,0,Y,S4 1716+68,259.05808,68.61076,0.048,0.057,fsrq,LSP,13.425,13.675,0.777,0.997,0.91,0.851,-0.007,489.45,N,30.4,17.251,17.1,0.64,1.09,Simbad
311.6660937,-23.3643649,1226,J1716.7-8112,0,Y,1RXS J171712.6-811501,259.29785,-81.25266,0.041,0.074,bcu II,HSP,15.75,15.75,,0.993,0.803,0.878,-0.865,106.6,S,44.3,14.422,,0.28,1.6,Simbad
39.5248432,28.0969963,1227,J1719.2+1744,0,Y,PKS 1717+177,259.80437,17.75179,0.012,0.033,bll,LSP,13.25,13.306,0.137,1.0,0.953,0.851,-0.072,542.96,N,8.68,17.582,,0.7,1.17,Simbad
33.7320843,25.8508994,1228,J1719.3+1206,0,Y,1RXS J171921.2+120711,259.8395,12.12282,0.017,0.06,bcu II,ISP,14.68,14.68,,0.999,0.82,0.805,0.05,57.56,N,9.03,19.392,,0.49,1.1,Simbad
32.218273,24.3000814,1229,J1722.7+1014,0,Y,TXS 1720+102,260.68576,10.2266,0.017,0.031,fsrq,LSP,12.935,13.174,0.732,1.0,0.951,0.0,0.162,540.36,N,,,18.47,0.7,1.26,Simbad
90.1904077,34.1707644,1230,J1722.7+6104,0,Y,GB6 J1722+6105,260.66691,61.09994,0.021,0.294,fsrq,LSP,12.526,13.011,2.058,0.982,0.0,0.0,3.162,154.95,N,2.42,19.345,18.96,0.67,1.18,Simbad
334.6305646,-11.2158528,1231,J1723.5-5609,0,Y,PMN J1723-5614,260.93571,-56.24822,0.093,0.117,bcu II,HSP,15.007,15.007,,0.917,0.0,0.0,1.475,162.8,S,,18.445,,0.52,1.95,Simbad
315.692204,-21.7984933,1232,J1723.7-7713,0,Y,PKS 1716-771,260.96186,-77.23071,0.004,0.066,bcu II,LSP,13.355,13.355,,0.998,0.929,0.0,0.953,518.3,S,,19.282,,0.66,1.33,Simbad
64.8955296,33.1530934,1233,J1723.9+4004,0,Y,S4 1722+40,261.02262,40.07679,0.029,0.054,fsrq,LSP,12.76,13.072,1.049,0.999,0.933,0.0,0.919,568.51,N,,,20.08,0.86,,Simbad
34.1200007,24.4750888,1234,J1725.0+1152,1,Y,1H 1720+117,261.26809,11.87096,0.014,0.02,bll,HSP,16.008,16.008,,1.0,0.92,0.976,,120.93,N,320.0,15.147,,0.29,1.16,Simbad
87.4633652,33.964896,1235,J1725.3+5853,0,Y,7C 1724+5854,261.39592,58.86111,0.042,0.074,bll,ISP,14.579,14.579,,0.99,0.0,0.0,,75.84,N,,16.59,17.0,0.39,1.83,Simbad
71.4322289,33.2806427,1236,J1727.1+4531,0,Y,S4 1726+45,261.86521,45.51104,0.049,0.052,fsrq,LSP,13.005,13.24,0.717,0.998,0.935,0.0,1.078,914.47,N,5.31,16.973,17.0,0.66,1.39,Simbad
34.8479422,23.9597129,1237,J1728.0+1217,0,Y,PKS 1725+123,262.02938,12.26097,0.039,0.065,fsrq,LSP,12.865,13.064,0.583,0.998,0.898,0.0,0.447,346.47,N,,,,,,Simbad
77.0677029,33.5369124,1238,J1728.3+5013,1,Y,I Zw187,262.0776,50.21957,0.016,0.034,bll,HSP,15.975,15.998,0.0554,0.999,0.917,0.972,-0.738,201.22,N,396.0,13.265,,0.2,1.3,Simbad
27.2942266,20.4771404,1239,J1728.5+0428,0,Y,PKS 1725+044,262.10397,4.45136,0.049,0.141,fsrq,LSP,13.145,13.257,0.293,0.998,0.896,0.0,0.946,682.75,N,10.6,16.537,,0.59,1.42,Simbad
23.7805574,18.1057166,1240,J1730.5+0023,0,Y,PKS 1728+004,262.64583,0.41075,0.014,0.036,fsrq,LSP,13.11,13.478,1.335,1.0,0.919,0.0,0.206,214.2,N,,,,,,Simbad
61.8952525,31.3454279,1241,J1730.6+3711,0,Y,GB6 J1730+3714,262.69602,37.24865,0.065,0.081,bll,ISP,14.57,14.651,0.204,0.993,0.0,0.0,-0.58,102.2,N,,16.976,16.62,0.42,1.48,Simbad
12.032311,10.8114988,1242,J1733.0-1305,0,Y,PKS 1730-13,263.26127,-13.08043,0.007,0.028,fsrq,LSP,12.795,13.074,0.902,1.0,0.989,0.948,0.449,5990.61,N,63.2,19.886,,0.98,0.68,Simbad
64.0247865,31.0078466,1243,J1734.3+3858,0,Y,B2 1732+38A,263.58574,38.96429,0.013,0.033,fsrq,LSP,12.76,13.056,0.976,1.0,0.961,0.0,0.359,797.03,N,,19.062,,0.8,1.29,Simbad
13.9009018,11.2327359,1244,J1735.4-1118,0,Y,PMN J1735-1117,263.86324,-11.29291,0.016,0.043,bcu II,LSP,13.845,13.845,,0.999,0.871,0.0,0.266,84.27,N,,20.23,,0.6,,Simbad
44.0744482,25.4131341,1245,J1736.0+2033,0,Y,NVSS J173605+203301,264.02192,20.55033,0.012,0.036,bcu II,HSP,15.05,15.05,,0.999,0.821,0.0,0.374,24.84,N,,18.317,,0.38,0.88,Simbad
30.2338078,19.6294576,1246,J1736.4+0634,0,N,MG1 J173624+0632,264.1191,6.52987,0.038,0.202,fsrq,LSP,12.235,12.765,2.387,0.993,0.0,0.0,2.58,49.45,N,,,,,,Simbad
120.0286346,27.9572177,1247,J1739.0+8716,0,Y,NVSS J173722+871744,264.34205,87.29567,0.027,0.053,bcu III,-,,,,0.0,0.824,0.0,,61.78,N,,,,,,Simbad
76.8768043,31.7302602,1248,J1739.4+4955,0,Y,S4 1738+49,264.86413,49.9176,0.011,0.041,fsrq,LSP,13.18,13.586,1.545,0.999,0.947,0.8,0.198,531.73,N,5.06,18.252,17.48,0.65,1.3,Simbad
74.2224491,31.3960511,1249,J1740.3+4736,0,Y,S4 1738+47,264.98804,47.63288,0.071,0.07,fsrq,LSP,12.9,13.19,0.9519,0.997,0.908,0.0,-0.613,759.4,N,,19.04,17.9,0.72,1.46,Simbad
79.5636731,31.7480931,1250,J1740.3+5211,0,Y,4C +51.37,265.15407,52.19539,0.043,0.039,fsrq,LSP,13.145,13.522,1.381,0.971,0.933,0.8,0.542,807.43,N,12.5,17.103,16.6,0.63,1.29,Simbad
81.415838,31.8576399,1251,J1740.4+5347,0,Y,NVSS J174036+534623,265.15216,53.77327,0.031,0.08,bcu II,LSP,13.915,13.915,,0.985,0.0,0.0,-0.018,49.3,N,,,,,,Simbad
88.4592886,31.7808747,1252,J1742.2+5947,0,Y,RGB J1742+597,265.63333,59.75187,0.051,0.068,bll,ISP,14.375,14.375,,0.99,0.81,0.0,,106.72,N,3.49,16.936,16.42,0.38,1.66,Simbad
43.8355551,23.3386706,1253,J1743.9+1934,1,Y,S3 1741+19,265.99097,19.58584,0.006,0.05,bll,HSP,15.728,15.763,0.084,1.0,0.92,0.944,-1.359,309.07,N,118.0,11.397,,0.08,1.88,Simbad
21.5910528,13.1274179,1254,J1744.3-0353,0,Y,PKS 1741-03,265.99523,-3.83462,0.103,0.117,fsrq,LSP,12.585,12.898,1.057,0.99,0.918,0.0,-0.211,1411.44,N,39.5,18.65,,0.77,0.94,Simbad
18.1657768,10.8232558,1255,J1745.4-0754,0,Y,TXS 1742-078,266.36294,-7.88443,0.019,0.041,bll,LSP,13.355,13.355,,1.0,0.963,0.858,,1182.13,N,12.1,18.849,,0.73,1.24,Simbad
65.556079,29.0600415,1256,J1745.7+3952,0,Y,B2 1743+39C,266.4072,39.85862,0.026,0.07,bll,HSP,15.05,15.153,0.267,0.999,0.93,0.818,-0.846,635.77,N,14.5,16.118,,0.46,1.44,Simbad
26.9649331,15.1178284,1257,J1747.1+0139,0,N,PMN J1746+0141,266.71881,1.69653,0.079,0.248,bcu II,LSP,12.9,12.9,,0.976,0.0,0.0,2.173,59.84,N,,19.609,,0.58,,Simbad
59.3237286,27.1679165,1258,J1748.0+3405,0,Y,MG2 J174803+3403,267.02425,34.06699,0.024,0.063,fsrq,LSP,13.075,13.651,2.763,0.999,0.878,0.0,0.258,190.08,N,,19.853,,0.74,,Simbad
100.525462,30.7203736,1259,J1748.6+7005,0,Y,S4 1749+70,267.13683,70.09744,0.011,0.017,bll,LSP,13.53,13.778,0.77,1.0,0.971,0.92,-0.086,735.66,N,15.5,16.457,,0.53,1.39,Simbad
69.6316513,29.1552962,1260,J1749.1+4322,0,Y,B3 1747+433,267.2515,43.36425,0.023,0.043,bll,LSP,13.18,13.18,,0.999,0.914,0.0,,281.46,N,3.58,19.729,17.47,0.59,1.47,Simbad
34.9194492,17.6451465,1261,J1751.5+0939,0,Y,OT 081,267.88674,9.6502,0.009,0.03,bll,LSP,12.29,12.411,0.322,1.0,0.96,0.0,-0.103,623.19,N,,16.249,,0.58,1.38,Simbad
342.2104514,-12.0411112,1262,J1753.5-5010,0,Y,PMN J1753-5015,268.41056,-50.25401,0.085,0.11,bcu II,LSP,13.617,13.617,,0.989,0.869,0.0,1.091,266.0,A,,16.157,,0.34,,Simbad
57.739692,25.4142515,1263,J1754.1+3212,0,Y,RX J1754.1+3212,268.54916,32.2064,0.003,0.021,bll,ISP,14.35,14.35,,1.0,0.914,0.903,,64.34,N,9.26,17.512,,0.41,1.31,Simbad
329.1477148,-18.4790014,1264,J1754.3-6424,0,Y,PMN J1754-6423,268.67462,-64.39575,0.042,0.106,bll,ISP,13.88,14.233,1.255,0.993,0.832,0.0,0.551,185.3,S,,18.197,,0.5,,Simbad
83.4776756,29.7216263,1265,J1756.3+5523,0,Y,1RXS J175615.5+552217,269.06617,55.37169,0.018,0.039,bll,HSP,16.456,16.456,,0.999,0.0,0.953,,16.94,N,148.0,17.331,16.59,0.23,1.01,Simbad
101.0035659,29.9617526,1266,J1756.9+7032,0,Y,MS 1757.7+7034,269.30259,70.56046,0.022,0.064,bll,HSP,16.35,16.498,0.407,0.998,0.0,0.922,-0.581,10.92,N,86.8,18.636,,0.37,0.68,Simbad
41.1753056,18.9456263,1267,J1757.1+1533,0,Y,87GB 175437.6+153548,269.22126,15.58912,0.072,0.178,bcu II,LSP,12.83,12.83,,0.971,0.0,0.0,-0.236,180.32,N,,17.556,,0.46,,Simbad
95.2786583,30.0758623,1268,J1757.4+6536,0,Y,7C 1757+6536,269.34967,65.60272,0.005,0.057,bcu II,ISP,14.195,14.195,,0.995,0.0,0.0,0.289,39.91,N,,20.565,18.66,0.46,,Simbad
344.3431102,-11.9190978,1269,J1759.1-4822,0,Y,PMN J1758-4820,269.74357,-48.35348,0.039,0.057,bcu II,LSP,13.25,13.25,,0.996,0.865,0.0,0.037,185.1,S,,,,,,Simbad
110.0376048,29.0649858,1270,J1800.5+7827,0,Y,S5 1803+784,270.19035,78.46778,0.013,0.017,bll,LSP,13.32,13.545,0.68,1.0,0.982,0.921,-0.099,2223.63,N,17.1,15.984,16.5,0.64,1.37,Simbad
70.942863,27.0836208,1271,J1801.5+4403,0,Y,S4 1800+44,270.38465,44.07275,0.021,0.109,fsrq,LSP,12.59,12.811,0.663,0.998,0.918,0.0,1.203,727.09,N,15.9,15.894,14.87,0.49,1.55,Simbad
30.7955941,12.2437,1272,J1804.1+0341,0,N,TXS 1801+036,270.98451,3.68545,0.051,0.114,fsrq,LSP,13.11,13.494,1.42,0.997,0.845,0.0,-0.036,274.0,N,,16.607,16.83,0.5,,Simbad
100.1312887,29.1668328,1273,J1806.7+6949,0,Y,3C 371,271.71117,69.82447,0.012,0.021,bll,ISP,14.67,14.69,0.046,1.0,0.981,0.947,-0.624,1887.22,N,47.9,11.621,,0.27,1.96,Simbad
94.031064,28.9799874,1274,J1807.8+6427,0,Y,7C 1807+6428,271.88408,64.49063,0.046,0.067,bcu II,ISP,14.437,14.437,,0.984,0.0,0.0,-0.396,61.06,N,,17.269,16.85,0.33,1.71,Simbad
343.3463699,-14.0958474,1275,J1807.8-5011,0,Y,PMN J1808-5011,272.05765,-50.19823,0.068,0.128,fsrq,LSP,12.55,12.966,1.606,0.998,0.85,0.0,0.816,321.4,S,,,,,,Simbad
74.2318509,26.5654614,1276,J1808.0+4652,0,Y,RGB J1808+468,272.00497,46.82802,0.04,0.072,bll,LSP,13.772,13.772,,0.997,0.0,0.0,,64.84,N,7.64,18.162,,0.51,1.21,Simbad
47.3634903,18.2336646,1277,J1809.4+2040,0,Y,RX J1809.3+2041,272.35605,20.69192,0.014,0.051,bll,HSP,15.425,15.425,,0.998,0.831,0.871,,52.45,N,18.7,17.018,,0.4,1.31,Simbad
55.7779227,21.2732288,1278,J1809.7+2909,0,Y,MG2 J180948+2910,272.43914,29.1722,0.016,0.035,bll,ISP,14.44,14.44,,1.0,0.881,0.0,,81.92,N,,17.764,,0.5,,Simbad
43.1357639,16.1059276,1279,J1810.8+1609,0,Y,87GB 180835.5+160714,272.70905,16.1391,0.017,0.07,bll,ISP,14.37,14.37,,0.999,0.0,0.0,,33.62,N,,18.577,,0.46,,Simbad
31.6463255,10.6070717,1280,J1811.2+0340,0,N,NVSS J181118+034113,272.82512,3.6871,0.011,0.035,bll,HSP,15.36,15.36,,1.0,0.82,0.897,,21.01,N,18.2,17.496,16.9,0.23,1.41,Simbad
34.2460649,11.2619627,1281,J1813.6+0614,0,Y,TXS 1811+062,273.38922,6.26168,0.027,0.039,bll,ISP,14.125,14.125,,1.0,0.897,0.0,,190.36,N,,18.017,,0.59,,Simbad
58.6697691,21.3648248,1282,J1813.6+3143,0,Y,B2 1811+31,273.39668,31.73823,0.015,0.047,bll,ISP,14.93,14.978,0.117,1.0,0.901,0.859,-0.245,191.96,N,14.4,16.325,,0.48,1.29,Simbad
344.3962831,-15.1666809,1283,J1816.9-4944,0,N,PMN J1816-4943,274.23331,-49.72908,0.016,0.079,bcu II,LSP,13.04,13.04,,0.997,0.932,0.0,0.645,685.0,S,,18.119,,0.63,,Simbad
37.3792563,11.3654255,1284,J1818.6+0903,0,Y,MG1 J181841+0903,274.66693,9.06284,0.012,0.056,fsrq,LSP,13.145,13.277,0.354,1.0,0.846,0.0,0.663,74.64,N,,19.114,,0.58,,Simbad
49.1080749,16.4931112,1285,J1819.1+2134,0,Y,MG2 J181902+2132,274.77174,21.54273,0.036,0.067,bcu II,ISP,14.985,14.985,,0.996,0.813,0.0,-0.036,78.67,N,,17.353,17.39,0.39,,Simbad
70.6386828,23.6627509,1286,J1819.1+4259,0,N,NVSS J181927+425800,274.86591,42.96719,0.06,0.086,bcu II,LSP,13.81,13.81,,0.973,0.0,0.0,1.449,18.96,N,,19.23,19.18,0.44,,Simbad
63.8910748,21.5577144,1287,J1820.3+3625,0,Y,NVSS J182021+362343,275.08744,36.39533,0.032,0.074,bcu II,HSP,16.085,16.085,,0.998,0.0,0.8,-0.466,13.9,N,12.3,18.834,,0.44,1.09,Simbad
323.6056494,-23.3038743,1288,J1822.1-7051,0,N,PMN J1823-7056,275.87358,-70.93325,0.13,0.222,bcu III,-,,,,0.0,0.895,0.0,,1004.8,S,,,,,,Simbad
99.2100298,27.6698958,1289,J1823.4+6857,0,Y,7C 1823+6856,275.88689,68.96461,0.016,0.057,bll,ISP,14.325,14.325,,0.999,0.895,0.0,,219.94,N,1.39,17.664,,0.54,1.62,Simbad
85.7388794,26.0813832,1290,J1824.2+5649,0,Y,4C +56.27,276.02945,56.85041,0.023,0.033,bll,LSP,12.97,13.191,0.664,1.0,0.967,0.898,0.499,1412.28,N,25.2,17.013,,0.63,1.22,Simbad
71.1120394,22.8656248,1291,J1824.4+4310,0,Y,1RXS J182418.7+430954,276.07936,43.16372,0.017,0.062,bcu I,ISP,14.929,14.929,0.487,0.999,0.0,0.899,-0.025,33.73,N,43.7,19.154,18.33,0.41,0.94,Simbad
342.2601224,-17.4598296,1292,J1825.2-5230,0,Y,PKS 1821-525,276.30754,-52.51619,0.011,0.042,bcu II,LSP,13.32,13.32,,1.0,0.94,0.0,0.384,483.7,S,,18.07,,0.61,,Simbad
82.8650123,24.7895346,1293,J1829.4+5402,0,Y,1RXS J182925.7+540255,277.35118,54.04993,0.001,0.035,bll,ISP,14.372,14.372,,1.0,0.836,0.904,,25.92,N,20.0,17.001,,0.33,1.27,Simbad
77.2252393,23.504449,1294,J1829.6+4844,0,Y,3C 380,277.38242,48.74616,0.021,0.04,ssrq,LSP,13.04,13.269,0.695,1.0,0.99,0.925,,13753.05,N,52.2,16.698,,0.75,1.17,Simbad
42.5949014,10.7497924,1295,J1829.8+1328,0,Y,MG1 J183001+1323,277.50318,13.40398,0.076,0.143,bll,ISP,14.44,14.44,,0.98,0.0,0.0,,95.39,N,,18.064,,0.47,,Simbad
350.104082,-15.1649603,1296,J1830.0-4439,0,Y,PMN J1830-4441,277.50362,-44.68658,0.029,0.066,bcu II,LSP,12.62,12.62,,0.999,0.911,0.0,0.987,404.3,S,,17.781,,0.6,,Simbad
338.2327951,-20.0223912,1297,J1832.4-5659,0,Y,PMN J1832-5659,278.12907,-56.98909,0.009,0.065,bll,LSP,13.95,13.95,,1.0,0.886,0.0,,213.4,S,,17.474,,0.51,,Simbad
60.3529848,16.7879093,1298,J1836.3+3137,0,Y,RX J1836.2+3136,279.0885,31.60743,0.017,0.055,bll,ISP,14.95,14.95,,0.999,0.8,0.8,,37.88,N,7.88,17.857,,0.39,1.32,Simbad
335.4066898,-21.6586982,1299,J1838.5-6006,0,Y,SUMSS J183806-600033,279.52808,-60.00892,0.115,0.098,bcu II,HSP,15.41,15.41,,0.962,0.0,0.0,-0.32,79.6,S,,17.416,,0.38,1.25,Simbad
76.949753,21.8288416,1300,J1838.8+4802,0,Y,GB6 J1838+4802,279.70481,48.04285,0.006,0.029,bll,HSP,15.803,15.803,,1.0,0.859,0.929,,30.18,N,31.3,16.181,,0.28,1.36,Simbad
58.4354615,14.8541899,1301,J1841.2+2910,0,Y,MG3 J184126+2910,280.33999,29.16258,0.039,0.046,bcu II,HSP,16.195,16.195,,0.989,0.807,0.939,-0.472,64.65,N,189.0,17.095,,0.36,0.99,Simbad
61.484493,15.9860893,1302,J1841.7+3218,0,Y,RX J1841.7+3218,280.44601,32.31087,0.004,0.037,bll,HSP,16.313,16.313,,1.0,0.822,0.944,,22.06,N,76.0,18.956,,0.47,0.68,Simbad
336.9307209,-21.8130976,1303,J1842.3-5841,0,Y,1RXS J184230.6-584202,280.6241,-58.69897,0.02,0.037,bcu II,HSP,16.476,16.476,,1.0,0.0,0.915,-0.602,,N,40.6,17.446,,,1.14,Simbad
98.5300004,25.8534185,1304,J1842.8+6810,0,N,S4 1842+68,280.64017,68.15701,0.033,0.227,fsrq,LSP,13.04,13.208,0.472,0.99,0.876,0.0,0.645,798.28,N,15.9,18.334,,0.75,1.05,Simbad
86.7328208,23.3900167,1305,J1844.1+5709,0,Y,TXS 1843+571,281.21234,57.16072,0.092,0.116,bll,ISP,14.273,14.273,,0.958,0.0,0.0,,161.78,N,,17.947,,0.54,,Simbad
353.4960896,-17.3708265,1306,J1848.1-4230,0,Y,PMN J1848-4230,282.02575,-42.50739,0.016,0.102,bcu III,-,,,,0.996,0.0,0.0,,102.0,S,,15.838,,0.33,,Simbad
62.0474415,14.7052736,1307,J1848.4+3216,0,Y,B2 1846+32A,282.09204,32.31739,0.037,0.034,fsrq,LSP,13.11,13.365,0.798,0.998,0.915,0.0,0.782,516.79,N,27.9,18.786,,0.74,0.89,Simbad
72.206669,18.490006,1308,J1848.9+4247,0,Y,RGB J1848+427,282.19654,42.7597,0.038,0.056,bll,HSP,16.84,16.84,,1.0,0.0,0.931,,22.08,N,128.0,18.106,,0.37,0.8,Simbad
97.4913408,25.0437147,1309,J1849.2+6705,0,Y,S4 1849+67,282.31697,67.09491,0.003,0.02,fsrq,LSP,13.2,13.419,0.657,1.0,0.966,0.908,0.103,518.03,N,9.89,16.871,,0.61,1.34,Simbad
352.8727572,-17.8594268,1310,J1849.4-4312,0,Y,PMN J1849-4314,282.35803,-43.23704,0.031,0.042,bll,LSP,13.39,13.39,,0.999,0.815,0.0,,91.1,S,,18.045,,0.5,,Simbad
57.8919879,12.6634405,1311,J1849.5+2751,0,Y,MG2 J184929+2748,282.38223,27.8002,0.057,0.114,bll,LSP,13.53,13.53,,0.982,0.0,0.0,,47.48,N,,19.48,,0.63,,Simbad
78.5934301,19.945185,1312,J1852.4+4856,0,Y,S4 1851+48,283.11895,48.92986,0.018,0.033,fsrq,LSP,13.13,13.482,1.25,1.0,0.92,0.0,0.611,238.79,N,,19.427,,0.74,1.31,Simbad
335.8509757,-23.7114193,1313,J1855.1-6008,0,Y,PMN J1854-6009,283.71533,-60.15653,0.035,0.073,bcu III,-,,,,0.994,0.0,0.0,,83.6,S,,18.589,,0.49,,Simbad
10.8875452,-12.6024244,1314,J1858.4-2509,0,Y,PMN J1858-2511,284.57949,-25.18075,0.033,0.077,bcu II,LSP,12.55,12.55,,0.999,0.86,0.0,0.623,193.94,N,,,,,,Simbad
327.739188,-26.0547779,1315,J1902.9-6745,0,Y,PMN J1903-6749,285.75513,-67.82663,0.074,0.107,fsrq,LSP,12.995,13.093,0.254,0.997,0.835,0.0,1.149,240.6,S,,17.39,,0.58,1.37,Simbad
85.9660838,20.5397478,1316,J1903.2+5541,0,Y,TXS 1902+556,285.79836,55.67735,0.015,0.019,bll,ISP,14.38,14.38,,1.0,0.939,0.927,,260.95,N,22.8,16.106,,0.43,1.42,Simbad
