_Glon,_Glat,recno,3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX,Simbad
67.2959378,13.3601568,1317,J1904.5+3627,0,Y,MG2 J190411+3627,286.04962,36.45008,0.072,0.092,bcu II,HSP,16.335,16.335,,0.991,0.0,0.867,-0.458,98.81,N,69.0,13.663,,0.14,1.65,Simbad
16.8744182,-13.21745,1318,J1911.2-2006,0,Y,PKS B1908-201,287.79022,-20.11531,0.012,0.036,fsrq,LSP,12.865,13.191,1.119,1.0,0.98,0.0,0.504,2714.23,N,,18.109,,0.79,1.22,Simbad
17.8190045,-12.8852479,1319,J1911.4-1908,0,Y,PMN J1911-1908,287.87394,-19.14018,0.015,0.047,bcu II,HSP,15.95,15.95,,0.997,0.935,0.0,-0.568,440.36,N,,15.335,,0.33,,Simbad
24.1643212,-10.2260807,1320,J1912.6-1223,0,Y,TXS 1909-124,288.12298,-12.38357,0.043,0.092,bcu II,LSP,13.0,13.0,,0.994,0.814,0.0,1.971,126.43,N,,18.778,,0.51,,Simbad
313.9932739,-27.6030846,1321,J1912.9-8008,0,Y,PKS 1903-80,288.16675,-80.16832,0.022,0.049,fsrq,LSP,12.16,12.6,1.756,1.0,0.961,0.0,1.233,1227.0,S,,19.429,,0.84,,Simbad
1.2166021,-19.8495007,1322,J1913.5-3631,0,N,PMN J1913-3630,288.33704,-36.5054,0.047,0.09,bcu II,LSP,13.5,13.5,,0.996,0.8,0.0,0.619,105.9,N,,18.403,,0.58,,Simbad
75.8037558,14.9566505,1323,J1913.9+4441,0,Y,1RXS J191401.9+443849,288.50781,44.64266,0.049,0.071,bcu II,HSP,15.7,15.7,,0.0,0.0,0.874,-0.311,15.55,N,43.7,18.411,,0.35,0.98,Simbad
18.2401963,-14.3195074,1324,J1917.7-1921,0,Y,1H 1914-194,289.43675,-19.35878,0.009,0.022,bll,HSP,15.35,15.406,0.137,1.0,0.96,0.96,-0.21,481.79,N,92.8,15.333,,0.4,1.31,Simbad
69.8253509,11.4383696,1325,J1918.0+3750,0,Y,1RXS J191810.2+375315,289.5395,37.88666,0.054,0.079,bcu II,HSP,16.35,16.35,,0.0,0.0,0.851,-0.403,9.53,N,38.2,18.45,17.81,0.24,1.12,Simbad
356.7782865,-22.2424616,1326,J1918.2-4110,0,Y,PMN J1918-4111,289.56691,-41.19196,0.016,0.025,bll,ISP,14.08,14.08,,1.0,0.937,0.0,,341.1,S,,18.2,,0.61,,Simbad
24.9862504,-12.2508091,1327,J1921.2-1232,0,N,TXS 1918-126,290.34967,-12.53177,0.038,0.046,bll,LSP,13.4,13.4,,0.995,0.865,0.0,,154.85,N,,18.602,,0.54,,Simbad
21.6980091,-13.8724197,1328,J1921.9-1607,0,Y,PMN J1921-1607,290.46469,-16.12016,0.02,0.031,bll,HSP,15.1,15.1,,1.0,0.887,0.0,,96.32,N,,14.34,,0.16,2.04,Simbad
17.1783857,-16.2544873,1329,J1923.5-2104,0,Y,TXS 1920-211,290.88412,-21.07593,0.004,0.026,fsrq,LSP,13.4,13.673,0.874,1.0,0.985,0.923,0.004,3167.19,N,21.4,14.698,,0.56,1.56,Simbad
9.3440696,-19.6067851,1330,J1924.8-2914,0,Y,PKS B1921-293,291.21273,-29.2417,0.009,0.042,fsrq,LSP,12.52,12.651,0.352,1.0,0.991,0.935,0.218,13387.34,N,67.4,16.406,,0.82,1.14,Simbad
93.3091888,19.7443323,1331,J1926.8+6154,0,Y,1RXS J192649.5+615445,291.70788,61.91176,0.01,0.023,bll,HSP,15.85,15.85,,0.998,0.86,0.944,,22.53,N,46.1,17.373,16.7,0.3,1.2,Simbad
92.7263462,19.446873,1332,J1927.7+6118,0,Y,S4 1926+61,291.87684,61.29247,0.029,0.031,bll,LSP,13.36,13.36,,0.999,0.938,0.0,,534.65,N,6.55,17.239,16.63,0.54,1.54,Simbad
352.8667566,-25.9418646,1333,J1932.6-4537,0,Y,PKS 1929-457,293.18703,-45.61054,0.021,0.092,fsrq,LSP,12.34,12.558,0.652,0.999,0.933,0.0,1.2,792.3,S,11.9,17.21,,0.66,1.25,Simbad
116.3388122,25.7611048,1334,J1935.5+8355,0,Y,6C B194425+834912,294.41522,83.94139,0.057,0.104,bcu II,LSP,12.52,12.52,,0.993,0.881,0.0,1.015,430.5,N,,,,,,Simbad
351.1632687,-27.01584,1335,J1936.9-4719,0,Y,PMN J1936-4719,294.23377,-47.33063,0.008,0.033,bll,HSP,16.415,16.517,0.265,1.0,0.865,0.943,-0.172,92.9,S,62.2,16.886,,0.38,1.08,Simbad
359.1627437,-25.3660486,1336,J1937.0-3956,0,Y,PKS 1933-400,294.31757,-39.9671,0.043,0.101,fsrq,LSP,12.48,12.773,0.965,0.999,0.93,0.802,1.9,1002.61,N,20.8,17.688,,0.7,1.09,Simbad
348.9432811,-27.8736846,1337,J1939.6-4925,0,Y,SUMSS J193946-492539,294.94202,-49.42728,0.014,0.073,bcu III,-,,,,0.997,0.0,0.0,-1.98,10.2,S,,19.042,,0.37,,Simbad
334.5056523,-29.5414549,1338,J1941.2-6210,0,Y,PKS 1936-623,295.3407,-62.18918,0.023,0.057,bcu I,LSP,13.12,13.12,,0.997,0.967,0.0,1.061,1831.0,S,,,,,,Simbad
104.3131158,22.0963954,1339,J1941.8+7218,0,Y,87GB 194202.1+721428,295.36244,72.36173,0.053,0.108,bcu II,LSP,12.94,12.94,,0.98,0.835,0.0,2.005,233.45,N,,,,,,Simbad
4.6168665,-25.1685629,1340,J1943.2-3510,0,Y,1RXS J194306.8-351001,295.77745,-35.16851,0.032,0.145,bll,-,,,0.0505,0.997,0.0,0.886,,67.11,N,109.0,15.276,,0.28,1.18,Simbad
353.5920032,-27.8855544,1341,J1944.1-4523,0,Y,1RXS J194422.6-452326,296.09325,-45.39275,0.034,0.049,bcu II,HSP,16.14,16.14,,0.998,0.0,0.903,-0.381,67.3,S,52.8,15.618,,0.26,1.34,Simbad
8.9969643,-24.561951,1342,J1945.9-3115,0,Y,PKS 1942-313,296.49737,-31.19399,0.069,0.065,bll,-,,,,0.986,0.802,0.0,,168.01,N,,15.553,,0.32,,Simbad
335.1958808,-30.4863915,1343,J1949.4-6140,0,Y,PMN J1949-6137,297.39208,-61.62603,0.055,0.119,bcu III,-,,,,0.975,0.833,0.0,,218.9,S,,20.219,,0.68,,Simbad
29.6580231,-19.1339284,1344,J1954.8-1122,0,Y,TXS 1951-115,298.67148,-11.38962,0.033,0.051,fsrq,LSP,12.605,12.831,0.683,1.0,0.912,0.0,0.599,366.7,N,,19.526,,0.77,1.13,Simbad
340.9844714,-30.9959219,1345,J1954.9-5640,0,Y,1RXS J195503.1-564031,298.76193,-56.67467,0.01,0.033,bcu II,HSP,15.755,15.755,,1.0,0.0,0.927,-0.643,8.4,S,38.4,17.248,,0.21,1.15,Simbad
25.1549573,-21.1222215,1346,J1955.0-1605,0,Y,1RXS J195500.6-160328,298.75277,-16.06079,0.03,0.043,bcu II,HSP,15.943,15.943,,1.0,0.0,0.898,-0.157,24.8,N,41.1,17.458,,0.31,1.14,Simbad
42.4676456,-13.2108543,1347,J1955.9+0212,0,Y,NVSS J195547+021514,298.94957,2.25388,0.055,0.068,bcu III,-,,,,0.989,0.0,0.878,,32.11,N,57.5,15.219,,0.12,1.49,Simbad
8.4526345,-27.1597064,1348,J1957.0-3234,0,N,PKS 1953-325,299.24773,-32.42945,0.153,0.209,fsrq,LSP,12.375,12.726,1.242,0.972,0.803,0.0,1.84,473.68,N,,18.659,,0.72,,Simbad
1.5788986,-28.9582053,1349,J1958.0-3847,0,Y,PKS 1954-388,299.49925,-38.75177,0.036,0.033,fsrq,LSP,12.8,13.012,0.63,1.0,0.958,0.0,0.638,1493.83,N,,17.543,,0.74,1.22,Simbad
10.9482732,-26.7678943,1350,J1958.2-3011,0,Y,1RXS J195815.6-301119,299.56204,-30.18692,0.011,0.049,bll,HSP,16.575,16.623,0.11933,0.0,0.885,0.952,-0.804,128.5,N,164.0,14.303,,0.2,1.37,Simbad
357.1151943,-30.003923,1351,J1959.1-4245,0,Y,PMN J1959-4246,299.80532,-42.76875,0.02,0.058,fsrq,LSP,13.12,13.622,2.174,0.999,0.872,0.0,1.187,163.3,S,,18.417,,0.6,1.25,Simbad
351.8048512,-30.8388703,1352,J1959.8-4725,0,Y,SUMSS J195945-472519,299.9395,-47.42203,0.017,0.029,bcu II,HSP,15.355,15.355,,0.999,0.0,0.888,-0.125,23.8,S,14.1,16.682,,0.25,1.41,Simbad
98.0033649,17.6697464,1353,J2000.0+6509,1,Y,1ES 1959+650,299.99938,65.14851,0.009,0.013,bll,HSP,16.84,16.86,0.047,1.0,0.954,0.989,-0.923,250.24,N,1140.0,11.801,,0.07,1.46,Simbad
11.8230805,-26.9860509,1354,J2000.4-2926,0,Y,PMN J2000-2931,300.0707,-29.50734,0.071,0.114,fsrq,-,,,0.652,0.994,0.0,0.0,,103.44,N,,18.276,,0.55,,Simbad
24.0098255,-23.1156419,1355,J2001.0-1750,0,Y,PKS 1958-179,300.23788,-17.81602,0.035,0.038,fsrq,LSP,13.12,13.338,0.652,1.0,0.93,0.894,0.169,550.59,N,40.4,17.426,,0.71,1.04,Simbad
103.3127884,19.9721193,1356,J2001.8+7041,0,Y,TXS 2001+705,300.39151,70.67382,0.029,0.046,bll,HSP,15.062,15.062,0.254,0.996,0.882,0.0,0.127,160.13,N,,19.644,,0.66,1.25,Simbad
96.1912679,16.4340085,1357,J2002.7+6303,0,Y,1RXS J200245.4+630226,300.68736,63.04185,0.016,0.073,bcu II,LSP,13.655,13.655,,0.0,0.0,0.873,0.545,11.62,N,32.0,,,,,Simbad
102.8811734,19.4444748,1358,J2004.8+7003,0,Y,1RXS J200504.0+700445,301.27506,70.0776,0.026,0.04,bll,HSP,16.34,16.34,,0.988,0.0,0.871,,8.13,N,18.0,18.912,,0.32,0.99,Simbad
110.4647094,22.7343079,1359,J2005.2+7752,0,Y,S5 2007+77,301.37916,77.87868,0.015,0.035,bll,LSP,13.4,13.528,0.342,1.0,0.965,0.873,-0.103,1060.8,N,12.0,18.155,15.42,0.49,1.64,Simbad
18.9850376,-26.1526245,1360,J2006.0-2311,0,Y,TXS 2002-233,301.48581,-23.17417,0.027,0.114,fsrq,LSP,12.76,13.022,0.83,0.999,0.862,0.0,1.006,302.5,N,,19.179,,0.71,1.3,Simbad
99.2833071,17.4343365,1361,J2007.3+6605,0,N,TXS 2007+659,301.86988,66.12293,0.034,0.111,fsrq,LSP,12.52,12.886,1.325,0.996,0.897,0.0,1.708,509.03,N,,20.669,,0.88,0.75,Simbad
316.666167,-30.5033585,1362,J2007.7-7728,0,Y,PKS 2000-776,301.7769,-77.51173,0.052,0.133,bcu II,LSP,13.04,13.04,,0.99,0.833,0.0,1.988,233.2,S,,,,,,Simbad
355.3309723,-31.8499412,1363,J2007.8-4429,0,Y,PKS 2004-447,301.97994,-44.57897,0.081,0.07,nlsy1,LSP,13.61,13.703,0.24,0.996,0.912,0.0,,861.5,S,5.85,17.913,,0.63,1.34,Simbad
350.3730796,-32.6007549,1364,J2009.3-4849,1,Y,PKS 2005-489,302.35579,-48.83159,0.006,0.018,bll,HSP,16.257,16.287,0.071,1.0,0.979,0.987,-1.018,1299.0,S,808.0,11.286,,0.19,1.56,Simbad
105.3551429,20.1808227,1365,J2010.3+7228,0,N,4C +72.28,302.46793,72.48871,0.039,0.048,bll,LSP,12.9,12.9,,0.998,0.945,0.0,,953.7,N,,19.951,,0.87,1.27,Simbad
26.2180531,-25.2644235,1366,J2012.1-1643,0,N,PMN J2012-1646,303.12575,-16.78069,0.107,0.284,bll,LSP,12.655,12.655,,0.954,0.0,0.0,,149.31,N,,,,,,Simbad
42.00698,-18.7665317,1367,J2014.3-0047,0,Y,PMN J2014-0047,303.61935,-0.78969,0.044,0.044,bll,HSP,15.332,15.422,0.23,0.994,0.836,0.832,-0.133,124.86,N,23.5,18.343,,0.5,1.01,Simbad
48.9287244,-15.0268269,1368,J2014.5+0648,0,Y,NVSS J201431+064849,303.62953,6.81453,0.012,0.053,bcu II,HSP,15.488,15.488,,0.0,0.0,0.847,-0.352,15.95,N,12.8,17.192,17.24,0.23,1.42,Simbad
57.3556121,-10.1463652,1369,J2014.9+1623,0,Y,4C +16.67,303.76628,16.37426,0.032,0.067,bcu II,LSP,13.808,13.808,,0.0,0.918,0.0,1.357,483.73,N,9.37,18.613,,0.58,1.28,Simbad
41.3261883,-19.3343165,1370,J2015.2-0138,0,Y,PKS 2012-017,303.81316,-1.62571,0.021,0.049,bll,ISP,14.432,14.432,,1.0,0.954,0.0,,921.78,N,,17.85,,0.67,1.5,Simbad
34.363421,-22.967323,1371,J2016.4-0905,0,Y,PMN J2016-0903,304.10015,-9.0593,0.024,0.033,bll,ISP,14.533,14.533,0.367,0.997,0.864,0.831,-0.029,75.62,N,6.42,17.32,,0.41,1.39,Simbad
359.5335936,-33.0975058,1372,J2017.6-4110,0,Y,1RXS J201731.2-411452,304.37492,-41.25464,0.088,0.081,bcu II,HSP,16.05,16.05,,0.998,0.0,0.0,-0.511,144.1,S,,18.409,,0.54,1.2,Simbad
49.6123999,-16.7753168,1373,J2021.9+0630,0,Y,87GB 201926.8+061922,305.4811,6.48713,0.016,0.082,bll,ISP,14.58,14.58,,1.0,0.0,0.0,,61.52,N,,16.821,16.81,0.34,,Simbad
354.9248772,-34.4786664,1374,J2022.2-4515,0,Y,PMN J2022-4513,305.60946,-45.22542,0.036,0.089,bll,ISP,14.672,14.672,,0.999,0.819,0.0,,138.2,S,,13.912,,0.19,,Simbad
109.285706,21.1321787,1375,J2022.5+7612,0,Y,S5 2023+760,305.64823,76.1906,0.018,0.046,bll,ISP,13.904,14.106,0.594,1.0,0.933,0.0,0.091,429.03,N,,18.166,15.89,0.41,1.63,Simbad
32.603492,-25.6819258,1376,J2023.6-1139,0,Y,PMN J2023-1140,305.90292,-11.66619,0.016,0.05,fsrq,LSP,13.145,13.375,0.698,0.999,0.894,0.0,0.756,175.11,N,,,,,,Simbad
35.5676964,-24.6536914,1377,J2024.4-0848,0,Y,1RXS J202428.9-084810,306.12243,-8.80133,0.021,0.055,bcu II,ISP,14.76,14.76,,1.0,0.0,0.912,0.191,37.09,N,52.3,17.898,,0.4,1.0,Simbad
9.644936,-32.8944925,1378,J2024.4-3254,0,Y,PKS 2021-330,306.14824,-32.89331,0.036,0.161,fsrq,LSP,12.97,13.362,1.465,0.998,0.905,0.0,2.329,887.03,N,,18.904,,0.79,,Simbad
36.8973895,-24.3873294,1379,J2025.6-0736,0,Y,PKS 2023-07,306.41942,-7.59797,0.004,0.022,fsrq,LSP,13.04,13.418,1.388,1.0,0.979,0.0,1.036,1347.27,N,,18.227,,0.77,1.17,Simbad
109.927452,21.1986731,1380,J2026.3+7644,0,Y,1RXS J202633.4+764432,306.6297,76.74725,0.012,0.078,bcu II,HSP,16.262,16.262,,0.999,0.0,0.868,-0.406,6.38,N,31.8,19.555,17.94,0.2,1.13,Simbad
38.6643268,-24.8502288,1381,J2030.2-0622,0,Y,TXS 2027-065,307.56308,-6.37081,0.007,0.067,fsrq,LSP,13.005,13.227,0.667,0.999,0.892,0.0,1.705,244.04,N,,,,,,Simbad
62.217821,-11.5208897,1382,J2031.0+1937,0,Y,RX J2030.8+1935,307.73806,19.60359,0.026,0.053,bcu II,HSP,15.59,15.59,,0.0,0.82,0.0,-0.089,56.78,N,,17.643,,0.37,1.43,Simbad
56.1325454,-15.7678144,1383,J2031.8+1223,0,Y,PKS 2029+121,307.97914,12.32815,0.064,0.078,bll,LSP,12.608,12.953,1.215,0.999,0.926,0.0,0.453,999.46,N,,17.677,,0.62,1.65,Simbad
98.152966,13.4952468,1384,J2033.6+6309,0,N,87GB 203249.5+625814,308.41554,63.14441,0.007,0.061,bcu II,LSP,13.25,13.25,,0.998,0.856,0.0,0.021,100.66,N,,19.571,,0.57,,Simbad
56.1438482,-16.5500968,1385,J2034.3+1155,0,N,TXS 2032+117,308.65462,11.90872,0.069,0.124,fsrq,ISP,14.674,14.88,0.607,0.995,0.848,0.0,0.712,341.52,N,10.5,15.642,,0.4,1.56,Simbad
55.3981841,-17.2376769,1386,J2035.3+1055,0,Y,PKS 2032+107,308.84306,10.93522,0.02,0.05,fsrq,ISP,13.828,14.032,0.601,1.0,0.957,0.0,0.978,1074.67,N,,15.52,,0.5,1.73,Simbad
100.6560711,14.805066,1387,J2036.4+6551,0,Y,87GB 203539.4+654245,309.0839,65.88738,0.031,0.045,bll,ISP,14.48,14.48,,0.994,0.869,0.0,,131.43,N,,18.605,,0.5,1.55,Simbad
9.620415,-35.5207379,1388,J2036.6-3325,0,Y,1RXS J203650.9-332817,309.20844,-33.47539,0.056,0.092,bcu II,HSP,16.364,16.364,,0.996,0.0,0.844,0.8,3.52,N,37.1,,,,,Simbad
15.5082334,-34.3412602,1389,J2036.8-2830,0,Y,PMN J2036-2830,309.1574,-28.50737,0.057,0.131,fsrq,LSP,12.128,12.648,2.308,0.994,0.888,0.0,1.397,293.0,A,,,,,,Simbad
35.2967779,-28.7338914,1390,J2039.0-1047,0,Y,TXS 2036-109,309.75296,-10.7783,0.02,0.032,bll,LSP,13.842,13.842,,1.0,0.913,0.0,,193.1,N,,18.113,,0.6,1.52,Simbad
339.6372177,-37.0561961,1391,J2040.0-5734,0,Y,PKS 2036-577,310.00459,-57.58602,0.011,0.107,bcu II,LSP,12.48,12.48,,0.996,0.931,0.0,0.545,865.8,S,,,,,,Simbad
323.1676514,-34.2255365,1392,J2040.2-7115,0,Y,PKS 2035-714,310.03537,-71.24786,0.017,0.047,bcu I,HSP,16.15,16.15,0.16176,0.997,0.936,0.935,-0.771,494.2,S,86.4,,,,,Simbad
4.832715,-37.2171122,1393,J2041.7-3732,0,Y,NVSS J204150-373341,310.46052,-37.56151,0.019,0.044,bll,-,,,0.09856,0.999,0.866,0.94,,88.52,N,98.8,14.277,,0.2,1.4,Simbad
320.7337171,-33.734292,1394,J2041.9-7318,0,Y,SUMSS J204201-731911,310.50916,-73.32003,0.017,0.048,bcu III,-,,,,1.0,0.0,0.0,-2.038,33.4,S,,18.156,,0.39,,Simbad
67.7656931,-10.8049107,1395,J2042.1+2428,0,Y,MG2 J204208+2426,310.52521,24.44787,0.023,0.046,bll,HSP,15.75,15.793,0.104,0.0,0.848,0.957,-1.271,70.32,N,232.0,13.869,,0.09,1.43,Simbad
36.8745106,-30.2314072,1396,J2046.7-1011,0,Y,PMN J2046-1010,311.72723,-10.17844,0.043,0.087,bcu II,HSP,15.02,15.02,,0.991,0.805,0.0,-0.188,106.09,N,5.9,17.686,,0.48,1.4,Simbad
326.6184883,-35.8244756,1397,J2049.0-6801,0,Y,PKS 2043-682,312.09929,-68.08103,0.078,0.085,bcu II,ISP,14.975,14.975,,0.917,0.861,0.0,-0.657,354.8,S,,17.316,,0.51,,Simbad
56.6951409,-20.6711194,1398,J2049.7+1002,0,Y,PKS 2047+098,312.4411,10.054,0.009,0.079,bcu II,LSP,12.06,12.06,,0.999,0.887,0.0,0.782,274.68,N,,,,,,Simbad
51.3856647,-23.9860786,1399,J2050.2+0409,0,Y,PKS 2047+039,312.526,4.13025,0.048,0.095,bll,LSP,13.075,13.075,,0.996,0.905,0.0,,565.62,N,,19.231,17.65,0.62,1.52,Simbad
341.9101134,-38.9938522,1400,J2051.8-5535,0,Y,PMN J2052-5533,313.05702,-55.55279,0.065,0.086,bcu II,LSP,12.77,12.77,,0.983,0.88,0.0,2.024,388.4,S,,19.902,,0.73,,Simbad
48.4343906,-27.0433713,1401,J2055.0+0016,0,Y,RGB J2054+002,313.73679,0.26055,0.016,0.055,bll,ISP,14.36,14.421,0.151,0.999,0.827,0.901,-0.795,57.13,N,39.7,16.415,16.3,0.37,1.21,Simbad
47.9154607,-27.4710804,1402,J2055.2-0019,0,Y,1RXS J205528.2-002123,313.86763,-0.35477,0.065,0.067,bll,HSP,17.733,17.892,0.44,0.991,0.0,0.901,-0.398,41.04,N,120.0,18.633,17.54,0.36,0.9,Simbad
352.590576,-40.3813602,1403,J2056.2-4714,0,Y,PKS 2052-47,314.06817,-47.24656,0.002,0.021,fsrq,LSP,12.795,13.191,1.491,1.0,0.983,0.916,0.916,2138.0,S,12.7,18.23,,0.81,1.04,Simbad
7.8448791,-41.3768974,1404,J2103.9-3546,0,Y,NVSS J210353-354620,315.97113,-35.77224,0.023,0.077,bcu II,LSP,13.46,13.46,,0.993,0.808,0.0,0.557,74.58,N,,20.444,,0.65,,Simbad
332.7258125,-38.9344032,1405,J2103.9-6233,0,Y,PMN J2103-6232,315.90997,-62.54053,0.041,0.037,bcu II,ISP,14.864,14.864,,0.959,0.0,0.915,-0.227,83.5,S,68.5,16.946,,0.41,1.1,Simbad
47.3809673,-30.328867,1406,J2104.2-0211,0,Y,NVSS J210421-021239,316.09103,-2.2109,0.044,0.096,bcu II,HSP,15.55,15.55,,0.99,0.0,0.0,-0.115,14.13,N,15.9,18.41,17.37,0.26,1.29,Simbad
71.7709513,-14.8270073,1407,J2106.1+2505,0,Y,MG3 J210642+2501,316.66566,25.01597,0.148,0.151,bcu II,LSP,13.32,13.32,,0.904,0.0,0.0,1.063,121.21,N,,20.41,,0.69,,Simbad
350.7979942,-42.2191999,1408,J2107.7-4822,0,Y,PMN J2107-4827,316.93537,-48.46745,0.098,0.193,bcu III,-,,,,0.979,0.0,0.0,,45.8,S,,19.371,,0.67,,Simbad
47.3906653,-31.5925056,1409,J2108.6-0250,0,Y,TXS 2106-030,317.1864,-2.84285,0.014,0.064,bll,HSP,15.7,15.76,0.149,0.998,0.863,0.0,-1.349,127.22,N,,15.031,15.5,0.35,1.54,Simbad
306.4039495,-29.1835023,1410,J2108.6-8619,0,N,1RXS J210959.5-861853,317.54657,-86.31322,0.025,0.075,bcu III,-,,,,0.999,0.0,0.0,-2.39,25.1,S,4.43,18.884,,0.41,1.3,Simbad
327.5507564,-38.1584714,1411,J2109.1-6638,0,Y,PKS 2104-668,317.21592,-66.62298,0.029,0.055,bcu II,LSP,13.967,13.967,,0.997,0.906,0.884,-0.214,327.0,S,29.7,17.536,,0.53,1.13,Simbad
58.1430994,-25.8813947,1412,J2110.0+0812,0,Y,PMN J2110+0810,317.54032,8.16538,0.043,0.082,fsrq,LSP,12.97,13.382,1.58,0.998,0.0,0.0,1.092,77.46,N,,19.6,18.91,0.59,,Simbad
39.6351109,-35.4244959,1413,J2110.3-1013,0,Y,PKS 2107-105,317.50408,-10.34926,0.145,0.314,fsrq,LSP,12.32,12.864,2.5,0.965,0.868,0.0,2.181,1193.72,N,,18.477,,0.79,,Simbad
58.6849243,-26.3101196,1414,J2112.7+0819,0,Y,1RXS J211242.5+081831,318.17909,8.31003,0.019,0.039,bcu II,HSP,15.728,15.728,,0.999,0.802,0.936,0.054,23.52,N,78.6,,17.32,0.3,1.04,Simbad
78.0033966,-11.8947998,1415,J2114.7+3130,0,Y,B2 2112+31,318.71025,31.50589,0.015,0.102,bcu II,LSP,12.62,12.62,,0.996,0.892,0.0,0.853,402.38,N,,,,,,Simbad
76.6280375,-13.3097219,1416,J2115.4+2933,0,Y,B2 2113+29,318.87256,29.56066,0.02,0.042,fsrq,LSP,12.585,12.985,1.514,1.0,0.952,0.0,0.861,755.79,N,5.72,19.486,,0.79,1.08,Simbad
79.8167164,-10.6512954,1417,J2116.1+3339,0,Y,B2 2114+33,319.06049,33.65567,0.013,0.02,bll,HSP,14.912,15.326,1.596,1.0,0.921,0.885,-0.378,116.28,N,8.79,15.319,,0.21,1.74,Simbad
12.4436626,-43.8775512,1418,J2118.0-3241,0,Y,NVSS J211754-324326,319.47897,-32.72411,0.042,0.074,bcu I,HSP,15.44,15.525,0.21528,0.0,0.0,0.822,-0.453,22.89,N,19.2,17.507,,0.31,1.23,Simbad
51.9320306,-32.0240898,1419,J2118.4+0013,0,Y,PMN J2118+0013,319.57249,0.22134,0.031,0.116,fsrq,ISP,13.952,14.117,0.463,0.996,0.806,0.0,-0.222,148.56,N,,19.95,17.87,0.54,1.56,Simbad
11.7121781,-44.1505427,1420,J2119.2-3313,0,Y,PMN J2118-3316,319.72117,-33.28089,0.1,0.135,bcu II,LSP,12.69,12.69,,0.952,0.0,0.0,0.969,67.6,S,,,,,,Simbad
69.2400434,-21.2422626,1421,J2121.0+1901,0,Y,OX 131,320.25253,19.02452,0.015,0.032,fsrq,ISP,13.744,14.246,2.18,1.0,0.958,0.0,1.489,698.22,N,,,19.91,0.84,1.25,Simbad
58.0055753,-30.121728,1422,J2123.6+0533,0,Y,OX 036,320.93549,5.58947,0.03,0.108,fsrq,LSP,12.48,12.948,1.941,0.998,0.921,0.0,-0.4,794.15,N,8.52,19.967,16.84,0.64,1.32,Simbad
3.2506623,-46.0419686,1423,J2126.5-3926,0,Y,PMN J2126-3921,321.60505,-39.35641,0.091,0.168,bcu II,ISP,14.265,14.265,,0.936,0.0,0.0,0.232,77.59,N,,19.813,,0.62,,Simbad
353.5862967,-45.6423042,1424,J2126.5-4605,0,Y,PKS 2123-463,321.62793,-46.09664,0.01,0.042,fsrq,LSP,12.958,13.385,1.67,1.0,0.97,0.0,1.401,1520.0,S,,17.891,,0.74,1.2,Simbad
83.3534791,-10.5514696,1425,J2127.7+3612,0,Y,B2 2125+35,321.92929,36.21826,0.023,0.038,bll,HSP,15.599,15.599,,0.999,0.904,0.855,,191.82,N,14.0,17.668,,0.46,1.36,Simbad
19.9832063,-45.8616405,1426,J2130.8-2745,0,Y,RBS 1751,322.76373,-27.78282,0.04,0.061,bll,HSP,16.3,16.3,,0.997,0.0,0.893,,37.46,N,53.8,18.007,,0.43,0.92,Simbad
43.8932311,-39.6740257,1427,J2131.5-0915,0,Y,RBS 1752,322.8976,-9.25658,0.008,0.034,bll,HSP,16.67,16.831,0.449,1.0,0.861,0.961,-0.701,43.61,N,158.0,17.164,,0.36,0.89,Simbad
23.5544311,-45.4877715,1428,J2131.8-2516,0,Y,RBS 1755,322.96457,-25.26627,0.011,0.049,bll,-,,,,1.0,0.0,0.925,,11.0,N,60.4,18.854,,0.45,0.67,Simbad
341.8485501,-44.8446885,1429,J2132.4-5420,0,Y,PMN J2132-5420,323.03458,-54.34348,0.043,0.102,bcu II,LSP,12.69,12.69,,0.999,0.0,0.0,2.122,73.0,S,,,,,,Simbad
76.3479915,-18.9689004,1430,J2133.3+2533,0,Y,87GB 213100.1+251534,323.30983,25.48305,0.081,0.091,bcu II,ISP,14.64,14.64,,0.959,0.0,0.0,-0.35,39.85,N,,17.612,17.21,0.3,,Simbad
105.1786802,10.9981157,1431,J2133.8+6648,0,N,NVSS J213349+664706,323.45482,66.78455,0.017,0.033,bcu II,HSP,15.8,15.8,,0.998,0.84,0.0,0.049,35.59,N,,,,,,Simbad
52.3897036,-36.5036479,1432,J2134.1-0152,0,Y,PKS 2131-021,323.54296,-1.88812,0.021,0.042,bll,LSP,12.83,13.189,1.283,1.0,0.969,0.801,-0.25,1690.55,N,6.71,19.034,16.89,0.61,1.45,Simbad
347.5192131,-46.3954099,1433,J2135.3-5008,0,Y,PMN J2135-5006,323.83396,-50.11437,0.03,0.074,fsrq,LSP,12.585,13.088,2.181,0.999,0.897,0.0,1.581,342.5,S,,,,,,Simbad
358.3173728,-48.32619,1434,J2139.4-4235,0,Y,MH 2136-428,324.85072,-42.58902,0.01,0.024,bll,ISP,14.095,14.095,,1.0,0.872,0.0,,78.0,S,,16.425,,0.4,1.68,Simbad
